,Address,Telephone,Fax_number,Email,Internet,Ofizieller Name,Hauptsitz,Branche,Unternehmensgegenstand,Handelsregister,Rechtsform,Firmengründung,Stammkapital
12,"('Braun + Heine Bedachungen GmbH + Co. KG', 'Am Niegenhirschwald 11', '78120', 'Furtwangen')",+49 (07723) 913611,+49 (07723) 913612,mailto:info@braun-heine.de,http://www.braun-heine.de,Braun + Heine Bedachungen GmbH + Co. KG,Furtwangen,../branchenbuch/branche_45.22.1.php,"Montage-, Blechnerei- und Dachdeckerbetrieb.","HRA 702375, Amtsgericht Freiburg",GmbH + Co. KG: Gesellschaft mit beschränkter Haftung und Compagnie Kommanditgesellschaft,2011,
13,"('iP4.tv GmbH', 'Wilhelmstrasse 15', '78120', 'Furtwangen')",+49 (07723) 505820,+49 (07723) 5058299,mailto:info@ip4.tv,http://www.ip4.tv,iP4.tv GmbH,Furtwangen,../branchenbuch/branche_32.3.php,"Gegenstand des Unternehmens ist die Entwicklung, der Vertrieb und der Service von Technologien, Geräten und Zubehör im Bereich vernetzter Consumer Electronics, z.B. netzwerkfähige Fernsehgeräte, IPTV und Hybride Set-Top-Boxen oder Digitale Media Adaptern.","HRB 706095, Amtsgericht Freiburg",GmbH: Gesellschaft mit beschränkter Haftung,2010,
14,"('Autohaus Siedle GmbH + Co. KG', 'Allmendstrasse 24', '78120', 'Furtwangen')",+49 (07723) 93330,+49 (07723) 933319,mailto:dagmar.siedle@autohaus-siedle.de,http://www.autohaus-siedle.de,Autohaus Siedle GmbH + Co. KG,Furtwangen,../branchenbuch/branche_50.1.php,Das Betreiben eines Autohauses mit KFZ-Werkstatt.,"HRA 701734, Amtsgericht Freiburg",GmbH + Co. KG: Gesellschaft mit beschränkter Haftung und Compagnie Kommanditgesellschaft,,
15,"('E. Dold + Söhne KG', 'Bregstrasse 18', '78120', 'Furtwangen')",+49 (07723) 6540,+49 (07723) 654356,mailto:dold-relays@dold.com,http://www.dold.com,E. Dold + Söhne KG,Furtwangen,../branchenbuch/branche_31.2.php,"HRA 610310, Amtsgericht Freiburg",,,,
16,"('Kammerer Transporte + Recycling GmbH', 'Katzensteigstrasse 36', '78120', 'Furtwangen')",+49 (07723) 2039,,,http://kammerer-transporte.de,Kammerer Transporte + Recycling GmbH,Furtwangen,../branchenbuch/branche_60.24.php,"Gegenstand des Unternehmens ist der Transport von Gütern und Abfällen, Abfallentsorgung, Containerservice und sonstige Dienstleistungen.","HRB 705053, Amtsgericht Freiburg",GmbH: Gesellschaft mit beschränkter Haftung,2010,50.000 Euro
17,"('Uhrenkabinett Wehrle e.K.', 'Lindenstrasse 2', '78120', 'Furtwangen')",+49 (07723) 5324,+49 (07723) 5463,,http://www.uhrenkabinett-wehrle.de,Uhrenkabinett Wehrle e.K.,Furtwangen,../branchenbuch/branche_52.48.5.php,"die Herstellung, der Grosshandel und Einzelhandel sowie der Im- und Export von Uhren, Gold- und Silberwaren, Schmuckartikeln, Bekleidung, Lederwaren und Geschenkartikeln aller Art sowie Anfertigung, Wartung und Reparaturen solcher Waren durch Subunternehmer.","HRA 702066, Amtsgericht Freiburg",e.K.: Eingetragener Kaufmann/Eingetragene Kauffrau (auch e.Kfm. oder e.Kffr.),2010,
18,"('coffee-full-service GmbH', 'Ziriakenhofstrasse 1', '78120', 'Furtwangen')",+49 (07723) 931616,+49 (07723) 931620,mailto:info@coffee-full-service.de,http://www.coffee-full-service.de,coffee-full-service GmbH,Furtwangen,../branchenbuch/branche_51.17.9.php,Gegenstand des Unternehmens ist die Dienstleistung rund um den Kaffee.,"HRB 703916, Amtsgericht Freiburg",GmbH: Gesellschaft mit beschränkter Haftung,,
19,"('Hummel Präzision GmbH', 'Bismarckstrasse 43', '78120', 'Furtwangen')",+49 (07723) 91870,+49 (07723) 918716,,http://www.hummel-praezision.de,Hummel Präzision GmbH,Furtwangen,../branchenbuch/branche_28.62.4.php,"Gegenstand des Unternehmens ist die industrielle Herstellung, die Bearbeitung und der Vertrieb von Präzisionsdreh-, Bohr-, Fräs- und Schleifteilen aus allen zerspanbaren Werkstoffen.","HRB 704386, Amtsgericht Freiburg",GmbH: Gesellschaft mit beschränkter Haftung,,
20,"('I-Drain Deutschland e.K.', 'Josef-Dorer-Strasse 13', '78120', 'Furtwangen')",+49 (07723) 929165,+49 (07723) 929166,mailto:info@i-drain.net,http://www.i-drain.net,I-Drain Deutschland e.K.,Furtwangen,,"HRA 701438, Amtsgericht Freiburg",e.K.: Eingetragener Kaufmann/Eingetragene Kauffrau (auch e.Kfm. oder e.Kffr.),,,
21,"('Kart4You GmbH', 'Kandelblick 3', '78120', 'Furtwangen')",+49 (07723) 914560,,mailto:info@kart4you.de,http://www.kart4you.de,Kart4You GmbH,Furtwangen,../branchenbuch/branche_51.47.3.php,Vermietung und Verkauf von Fun-Fahrzeugen und damit affinen Sport- und Freizeitartikeln sowie Aufbau und Betrieb eines Franchise-Systems für diese Fahrzeuge.,"HRB 703388, Amtsgericht Freiburg",GmbH: Gesellschaft mit beschränkter Haftung,,
22,"('Möbel Czech GmbH', 'Bismarckstrasse 42', '78120', 'Furtwangen')",+49 (07723) 914643,+49 (07723) 5431,mailto:info@die-erlebniskueche.de,http://www.die-erlebniskueche.de,Möbel Czech GmbH,Furtwangen,../branchenbuch/branche_52.44.1.php,"HRB 611351, Amtsgericht Freiburg",GmbH: Gesellschaft mit beschränkter Haftung,,,
23,"('Siedle Geschäftsführungs-GmbH', 'Bregstrasse 1', '78120', 'Furtwangen')",+49 (07723) 630,,,,Siedle Geschäftsführungs-GmbH,Furtwangen,../branchenbuch/branche_74.15.6.php,"Gegenstand des Unternehmens ist die Übernahme der Geschäftsführung und der persönlichen Haftung für andere Unternehmen, insbesondere für die S. Siedle & Söhne Telefon- und Telegrafenwerke OHG, Furtwangen, sowie der Erwerb und die Verwaltung von Beteiligungen und anderen Vermögensgegenständen im eigenen Vermögen.","HRB 706216, Amtsgericht Freiburg",GmbH: Gesellschaft mit beschränkter Haftung,2010,100.000 Euro
24,"('Winbox Technologies AG', 'Wilhelmstrasse 13-15', '78120', 'Furtwangen')",+49 (07723) 5045622,+49 (07723) 5045699,mailto:info@winbox.ag,http://www.winbox.ag,Winbox Technologies AG,Furtwangen,../branchenbuch/branche_32.3.php,"HRB 702623, Amtsgericht Freiburg",AG: Aktiengesellschaft,,,
25,"('Braun + Heine Bedachungen Verwaltungs-GmbH', 'Am Niegenhirschwald 11', '78120', 'Furtwangen')",+49 (07723) 913611,,,,Braun + Heine Bedachungen Verwaltungs-GmbH,Furtwangen,../branchenbuch/branche_74.15.6.php,Beteiligung als persönlich haftende und geschäftsführende Gesellschafterin an der Firma Braun & Heine Bedachungen GmbH & Co. KG.,"HRB 706697, Amtsgericht Freiburg",GmbH: Gesellschaft mit beschränkter Haftung,2011,25.000 Euro
26,"('communication service UG (haftungsbeschränkt)', 'Bahnhofstrasse 13', '78120', 'Furtwangen')",,,,,communication service UG (haftungsbeschränkt),Furtwangen,../branchenbuch/branche_74.85.2.php,"Sprachdienstleistungen, insbesondere Übersetzungen und Sprachkurse.","HRB 704930, Amtsgericht Freiburg",UG (haftungsbeschränkt): Unternehmergesellschaft (haftungsbeschränkt),2010,300 Euro
27,"('Karsten Klee GmbH Projektmanagement, Projekt- + Systemlösungen', 'Schweizersgrund 2', '78120', 'Furtwangen')",,,,,"Karsten Klee GmbH Projektmanagement, Projekt- + Systemlösungen",Furtwangen,../branchenbuch/branche_74.25.php,"Gegenstand des Unternehmens ist die Durchführung von projektorientierten Dienstleistungen im Bereich Maschinenbau sowie die Konstruktion und die Ausarbeitung eigener Produkte, Maschinen und Anlagen.","HRB 706368, Amtsgericht Freiburg",GmbH: Gesellschaft mit beschränkter Haftung,2011,25.000 Euro
28,"('Schorpp Technologie GmbH', 'Friedrichstrasse 22', '78120', 'Furtwangen')",+49 (07722) 916991,,,,Schorpp Technologie GmbH,Furtwangen,,"HRB 700888, Amtsgericht Freiburg",DE173004448,GmbH: Gesellschaft mit beschränkter Haftung,"Schorpp, Harald, Furtwangen im Schwarzwald",
29,"('Autohaus Siedle Verwaltungs-GmbH', 'Allmendstrasse 24', '78120', 'Furtwangen')",+49 (07723) 93330,+49 (07723) 933319,,,Autohaus Siedle Verwaltungs-GmbH,Furtwangen,../branchenbuch/branche_74.15.6.php,Gegenstand des Unternehmens ist die Beteiligung als persönlich haftende und geschäftsführende Gesellschafterin an der Firma Autohaus Siedle GmbH & Co. KG.,"HRB 704651, Amtsgericht Freiburg",GmbH: Gesellschaft mit beschränkter Haftung,,
30,"('Franz Sauter GmbH + Co. KG', 'Jahnstrasse 18', '78120', 'Furtwangen')",+49 (07723) 4537,+49 (07723) 5112,mailto:info@sauter-stuckateur.de,http://www.sauter-stuckateur.de,Franz Sauter GmbH + Co. KG,Furtwangen,../branchenbuch/branche_45.41.php,"HRA 610732, Amtsgericht Freiburg",GmbH + Co. KG: Gesellschaft mit beschränkter Haftung und Compagnie Kommanditgesellschaft,1993,,
31,"('Norbert Heine GmbH', 'Werderstrasse 7', '78120', 'Furtwangen')",+49 (07723) 7736,+49 (07723) 3238,mailto:info@heine-drehteile.de,http://www.heine-drehteile.de,Norbert Heine GmbH,Furtwangen,../branchenbuch/branche_29.51.php,"HRB 611121, Amtsgericht Freiburg",GmbH: Gesellschaft mit beschränkter Haftung,1982,,
32,"('Otto Ganter Normteilefabrik Beteiligungs-GmbH', 'Triberger Strasse 3', '78120', 'Furtwangen')",+49 (07723) 65070,,,,Otto Ganter Normteilefabrik Beteiligungs-GmbH,Furtwangen,../branchenbuch/branche_74.15.php,"Gegenstand des Unternehmens ist der Erwerb, das Halten und Veräussern von Beteiligungen an anderen Unternehmen im Bereich der Herstellung und des Vertriebs von Normteilen sowie Vorrichtungs- und Maschinenelementen aller Art.","HRB 708178, Amtsgericht Freiburg",GmbH: Gesellschaft mit beschränkter Haftung,2012,
33,"('DreiGe GmbH + Co. Dreizehnte Leasing KG', 'Bahnhofstrasse 20', '78120', 'Furtwangen')",,,,,DreiGe GmbH + Co. Dreizehnte Leasing KG,Furtwangen,../branchenbuch/branche_71.34.php,Vermietung und Leasing von beweglichen Wirtschaftsgütern.,"HRA 702199, Amtsgericht Freiburg",GmbH + Co. KG: Gesellschaft mit beschränkter Haftung und Compagnie Kommanditgesellschaft,2010,
34,"('DreiGe GmbH + Co. Vierzehnte Leasing KG', 'Bahnhofstrasse 20', '78120', 'Furtwangen')",,,,,DreiGe GmbH + Co. Vierzehnte Leasing KG,Furtwangen,../branchenbuch/branche_71.34.php,die Vermietung und Leasing von beweglichen Wirtschaftsgütern.,"HRA 702200, Amtsgericht Freiburg",GmbH + Co. KG: Gesellschaft mit beschränkter Haftung und Compagnie Kommanditgesellschaft,2010,
35,"('DreiGe GmbH + Co. Fünfte Vermietungs- und Verpachtungs KG', 'Bahnhofstrasse 20', '78120', 'Furtwangen')",,,,,DreiGe GmbH + Co. Fünfte Vermietungs- und Verpachtungs KG,Furtwangen,../branchenbuch/branche_71.34.php,"der Erwerb, der Handel, die Vermietung und Leasing von beweglichen und unbeweglichen Wirtschaftsgütern.","HRA 702544, Amtsgericht Freiburg",GmbH + Co. KG: Gesellschaft mit beschränkter Haftung und Compagnie Kommanditgesellschaft,2011,
36,"('DreiGe GmbH + Co. Elfte Leasing KG', 'Bahnhofstrasse 20', '78120', 'Furtwangen')",+49 (07723) 93230,,,,DreiGe GmbH + Co. Elfte Leasing KG,Furtwangen,../branchenbuch/branche_71.34.php,Vermietung und Leasing von beweglichen Wirtschaftsgütern.,"HRA 701302, Amtsgericht Freiburg",GmbH + Co. KG: Gesellschaft mit beschränkter Haftung und Compagnie Kommanditgesellschaft,,
37,"('DreiGe GmbH + Co. Zwölfte Leasing KG', 'Bahnhofstrasse 20', '78120', 'Furtwangen')",+49 (07723) 93230,,,,DreiGe GmbH + Co. Zwölfte Leasing KG,Furtwangen,../branchenbuch/branche_71.34.php,Vermietung und Leasing von beweglichen Wirtschaftsgütern.,"HRA 701303, Amtsgericht Freiburg",GmbH + Co. KG: Gesellschaft mit beschränkter Haftung und Compagnie Kommanditgesellschaft,,
38,"('Energietechnik Schwarzwald UG (haftungsbeschränkt) + Co. KG', 'Weiherstrasse 3', '78120', 'Furtwangen')",+49 (07723) 5041990,+49 (07723) 5041965,,,Energietechnik Schwarzwald UG (haftungsbeschränkt) + Co. KG,Furtwangen,../branchenbuch/branche_45.31.php,"HRA 701808, Amtsgericht Freiburg",UG (haftungsbeschränkt) + Co. KG: Unternehmergesellschaft (haftungsbeschränkt) und Compagnie Kommanditgesellschaft,2010,,
39,"('Andrae Wassertechnik GmbH', 'Obertalstrasse 8', '78120', 'Furtwangen')",+49 (07723) 9400,+49 (07723) 503622,mailto:info@andrae-wassertechnik.de,http://www.andrae-wassertechnik.de,Andrae Wassertechnik GmbH,Furtwangen,../branchenbuch/branche_45.24.php,"HRB 611711, Amtsgericht Freiburg",GmbH: Gesellschaft mit beschränkter Haftung,,,
40,"('Andres und Vollmer Verwaltungs-GmbH', 'Fohrenstrasse 11', '78120', 'Furtwangen')",,,,,Andres und Vollmer Verwaltungs-GmbH,Furtwangen,../branchenbuch/branche_74.15.6.php,Geschäftsführung und Vertretung der Andres und Vollmer Besitz GmbH & Co.KG mit Sitz in Furtwangen als deren persönlich haftende Gesellschafterin.,"HRB 706485, Amtsgericht Freiburg",GmbH: Gesellschaft mit beschränkter Haftung,2011,25.000 Euro
41,"('Dold Vertriebsgesellschaft mbH', 'Bregstrasse 9', '78120', 'Furtwangen')",+49 (07723) 6540,+49 (07723) 504768620,mailto:a.dold@dold.com,http://www.dold.com,Dold Vertriebsgesellschaft mbH,Furtwangen,../branchenbuch/branche_51.43.4.php,"HRB 611825, Amtsgericht Freiburg",GmbH: Gesellschaft mit beschränkter Haftung,,,
42,"('E. Wehrle GmbH', 'Obertalstrasse 8', '78120', 'Furtwangen')",+49 (07723) 9400,+49 (07723) 940178,mailto:info@wehrle.de,http://www.wehrle.de,E. Wehrle GmbH,Furtwangen,../branchenbuch/branche_33.2.php,"HRB 611009, Amtsgericht Freiburg",GmbH: Gesellschaft mit beschränkter Haftung,,,
43,"('Friedrich Schuler Bedachungen GmbH', 'Friedrichstrasse 8', '78120', 'Furtwangen')",+49 (07723) 2276,+49 (07723) 2492,mailto:info@dachdeckerschuler.de,http://www.dachdeckerschuler.de,Friedrich Schuler Bedachungen GmbH,Furtwangen,../branchenbuch/branche_45.22.1.php,"HRB 611268, Amtsgericht Freiburg",GmbH: Gesellschaft mit beschränkter Haftung,,,
44,"('IMS KOEPFER Cutting Tools GmbH', 'Josef-Koepfer-Strasse 8', '78120', 'Furtwangen')",+49 (07723) 6550,+49 (07657) 8133100,mailto:info@ims-koepfer.com,http://www.ims-koepfer.com,IMS KOEPFER Cutting Tools GmbH,Furtwangen,../branchenbuch/branche_29.51.php,"HRB 611590, Amtsgericht Freiburg",GmbH: Gesellschaft mit beschränkter Haftung,,,
45,"('Josef Dold CNC Technik GmbH', 'Hebelstrasse 13', '78120', 'Furtwangen')",+49 (07723) 7447,+49 (07723) 4846,mailto:info@josef-dold.com,http://www.josef-dold.com,Josef Dold CNC Technik GmbH,Furtwangen,../branchenbuch/branche_28.74.1.php,"HRB 611762, Amtsgericht Freiburg",GmbH: Gesellschaft mit beschränkter Haftung,,,
46,"('Pumpenfabrik Ernst Scherzinger GmbH + Co. KG', 'Bregstrasse 25', '78120', 'Furtwangen')",+49 (07723) 65060,+49 (07723) 650640,mailto:info@scherzinger.de,http://www.scherzinger.de,Pumpenfabrik Ernst Scherzinger GmbH + Co. KG,Furtwangen,../branchenbuch/branche_29.12.php,"HRA 610295, Amtsgericht Freiburg",GmbH + Co. KG: Gesellschaft mit beschränkter Haftung und Compagnie Kommanditgesellschaft,,,
47,"('Reiner Kartengeräte GmbH + Co. KG', 'Baumannstrasse 16', '78120', 'Furtwangen')",+49 (07723) 6570,+49 (07723) 657200,mailto:dagmar.troll@reiner.de,http://www.reiner.de,Reiner Kartengeräte GmbH + Co. KG,Furtwangen,../branchenbuch/branche_31.6.php,"HRA 610775, Amtsgericht Freiburg",GmbH + Co. KG: Gesellschaft mit beschränkter Haftung und Compagnie Kommanditgesellschaft,,,
48,"('360 interactive media gmbh', 'Wilhelmstrasse 5', '78120', 'Furtwangen')",,,,,360 interactive media gmbh,Furtwangen,../branchenbuch/branche_72.23.php,"Gegenstand des Unternehmens ist die Erbringung von Mediendienstleistungen, insbesondere die Konzeption, Design und Entwicklung von Webseiten, die Konzeption, Design, Entwicklung, Vertrieb und Lizenzierung von Desktop- und Webanwendungen, sowie Anwendungen für mobile Endgeräte, die Konzeption, Produktion und Schnitt von Videoproduktionen aller Art, die Beratung und Erbringung von Dienstleistungen im Bereich Social Media Marketing, Markenführung und Web-Marketing sowie alle artverwandten Tätigkeiten. Die Gesellschaft übt nur erlaubnisfreie Tätigkeiten aus.","HRB 708024, Amtsgericht Freiburg",GmbH: Gesellschaft mit beschränkter Haftung,2012,
49,"('Agentur 17 GmbH', 'Am Staatsberg 8', '78120', 'Furtwangen')",,,,,Agentur 17 GmbH,Furtwangen,../branchenbuch/branche_92.62.4.php,Motorsport- und Eventmanagement sowie die Logistik und Koordination von Veranstaltungen.,"HRB 700963, Amtsgericht Freiburg",GmbH: Gesellschaft mit beschränkter Haftung,"Mark, Udo, Furtwangen im Schwarzwald",
50,"('Andres und Vollmer Besitz GmbH + Co. KG', 'Fohrenstrasse 11', '78120', 'Furtwangen')",,,,,Andres und Vollmer Besitz GmbH + Co. KG,Furtwangen,../branchenbuch/branche_74.15.6.php,"der Erwerb, die Verwaltung und Verpachtung von Grundstücken sowie der Erwerb, die Verwaltung und Verpachtung von Gebäuden und Gebäudeteilen.","HRA 702303, Amtsgericht Freiburg",GmbH + Co. KG: Gesellschaft mit beschränkter Haftung und Compagnie Kommanditgesellschaft,2011,
51,"('DreiGe GmbH + Co. Vierte Vermietungs- und Verpachtungs KG', 'Bahnhofstrasse 20', '78120', 'Furtwangen')",,,,,DreiGe GmbH + Co. Vierte Vermietungs- und Verpachtungs KG,Furtwangen,../branchenbuch/branche_71.34.php,Vermietung und Leasing von beweglichen Wirtschaftsgütern.,"HRA 701281, Amtsgericht Freiburg",GmbH + Co. KG: Gesellschaft mit beschränkter Haftung und Compagnie Kommanditgesellschaft,,
52,"('plus-energie GmbH Ingenieurgesellschaft für Gebäudetechnik und Energieplanungen', 'Vogt-Dufner-Strasse 29', '78120', 'Furtwangen')",,,,,plus-energie GmbH Ingenieurgesellschaft für Gebäudetechnik und Energieplanungen,Furtwangen,../branchenbuch/branche_74.25.php,"Gegenstand des Unternehmens ist das Erbringen von Ingenieur- und Fachplanungen für Elektro-, Sanitär-, Kälte-, Heizung- und Feuerlöschanlagen sowie die technische Gebäudeausrüstung, Projektsteuerung und Bauleitung für diese Bereiche und die Energieplanung.","HRB 701394, Amtsgericht Freiburg",GmbH: Gesellschaft mit beschränkter Haftung,"Kipping, Ralf, Staufenberg",
53,"('Profibad 24 e.K.', 'Josef-Dorer-Strasse 13', '78120', 'Furtwangen')",+49 (07723) 5044499,+49 (07723) 931919,,,Profibad 24 e.K.,Furtwangen,../branchenbuch/branche_51.54.3.php,"HRA 700851, Amtsgericht Freiburg",e.K.: Eingetragener Kaufmann/Eingetragene Kauffrau (auch e.Kfm. oder e.Kffr.),,,
54,"('Vector Direction GmbH', 'Marktplatz 27', '78120', 'Furtwangen')",,,,,Vector Direction GmbH,Furtwangen,../branchenbuch/branche_52.2.php,Gegenstand des Unternehmens ist das Betreiben einer Lebensmittel-Agentur sowie die technologische Beratung im Lebensmittelbereich.,"HRB 708988, Amtsgericht Freiburg",GmbH: Gesellschaft mit beschränkter Haftung,2012,
55,"('DreiGe GmbH + Co. Fünfzehnte Leasing KG', 'Bahnhofstrasse 20', '78120', 'Furtwangen')",,,,,DreiGe GmbH + Co. Fünfzehnte Leasing KG,Furtwangen,,"HRA 703109, Amtsgericht Freiburg",GmbH + Co. KG: Gesellschaft mit beschränkter Haftung und Compagnie Kommanditgesellschaft,2012,,
56,"('DreiGe GmbH + Co. Sechzehnte Leasing KG', 'Bahnhofstrasse 20', '78120', 'Furtwangen')",,,,,DreiGe GmbH + Co. Sechzehnte Leasing KG,Furtwangen,,"HRA 703114, Amtsgericht Freiburg",GmbH + Co. KG: Gesellschaft mit beschränkter Haftung und Compagnie Kommanditgesellschaft,2012,,
57,"('DreiGe GmbH + Co. Zweite Vermietungs- und Verpachtungs KG', 'Bahnhofstrasse 20', '78120', 'Furtwangen')",+49 (07723) 93230,,,,DreiGe GmbH + Co. Zweite Vermietungs- und Verpachtungs KG,Furtwangen,../branchenbuch/branche_71.34.php,"HRA 700840, Amtsgericht Freiburg",GmbH + Co. KG: Gesellschaft mit beschränkter Haftung und Compagnie Kommanditgesellschaft,,,
58,"('DreiGe GmbH + Co. Dritte Vermietungs- und Verpachtungs KG', 'Bahnhofstrasse 20', '78120', 'Furtwangen')",+49 (07723) 93230,,,,DreiGe GmbH + Co. Dritte Vermietungs- und Verpachtungs KG,Furtwangen,../branchenbuch/branche_71.34.php,"HRA 700839, Amtsgericht Freiburg",GmbH + Co. KG: Gesellschaft mit beschränkter Haftung und Compagnie Kommanditgesellschaft,,,
