,Address,Telephone,Fax_number,Email,Internet,Ofizieller Name,Hauptsitz,Branche,Unternehmensgegenstand,Handelsregister,Rechtsform,Firmengründung,Stammkapital
10,"('MILESTONE GMBH AGENTUR FÜR WERBUNG', 'Von-Langsdorff-Weg 10', '78073', 'Bad Dürrheim')",+49 (07033) 3051980,+49 (07033) 3051981,mailto:cu@milestone-gmbh.de,http://www.milestone-gmbh.de,MILESTONE GMBH AGENTUR FÜR WERBUNG,Bad Dürrheim,../branchenbuch/branche_74.4.php,"Eine Agentur für Werbung. Sie berät ihre Kunden als Dienstleister in allen Bereichen der (Marken-) Kommunikation und liefert strategisch geplante, ganzheitliche Konzepte und Produktionen für die Kommunikation am Markt sowie unternehmensintern.","HRB 706711, Amtsgericht Freiburg",GmbH: Gesellschaft mit beschränkter Haftung,2011,
11,"('SBKP-GmbH + Co. KG', 'Zehntstrasse 1', '78073', 'Bad Dürrheim')",+49 (07726) 921066,+49 (07726) 9210961,mailto:info@chalet-wohnbau.de,http://www.chalet-wohnbau.de,SBKP-GmbH + Co. KG,Bad Dürrheim,../branchenbuch/branche_74.15.6.php,Errichtung und Betrieb eines Wohnheims und Apartmenthauses beim Schwarzwald-Baar-Klinikum in Vilingen-Schwenningen.,"HRA 702598, Amtsgericht Freiburg",GmbH + Co. KG: Gesellschaft mit beschränkter Haftung und Compagnie Kommanditgesellschaft,2011,
12,"('EcoRenova GmbH', 'Auf Stocken 4', '78073', 'Bad Dürrheim')",+49 (0741) 174750,+49 (0741) 1747580,mailto:info@snow-bau.de,http://www.snow-bau.de,EcoRenova GmbH,Bad Dürrheim,../branchenbuch/branche_45.21.1.php,"Gegenstand des Unternehmens ist die handwerkliche Erstellung von Gebäudesanierungen und Hausrenovierungen, insbesondere als Generalunternehmer. Die erforderlichen Handwerkerleistungen werden durch Dritte erbracht.","HRB 708775, Amtsgericht Freiburg",GmbH: Gesellschaft mit beschränkter Haftung,2012,
13,"('RP Photonics Consulting GmbH', 'Waldstrasse 17', '78073', 'Bad Dürrheim')",+49 (07726) 3892260,+49 (07726) 3892262,,http://www.rp-photonics.com,RP Photonics Consulting GmbH,Bad Dürrheim,../branchenbuch/branche_72.1.php,"Gegenstand des Unternehmens ist die Erbringung von Beratungs- und Schulungsleistungen sowie der Verkauf von Software in den Bereichen Optik, Optoelektronik, Lasertechnik, Metrologie und Telekommunikation, sowie von anderen Dienstleistungen im Zusammenhang mit der erwähnten Tätigkeit.","HRB 706010, Amtsgericht Freiburg",GmbH: Gesellschaft mit beschränkter Haftung,2010,
14,"('Graf FMT GmbH', 'Hauptstrasse 24', '78073', 'Bad Dürrheim')",+49 (07706) 1237,,,,Graf FMT GmbH,Bad Dürrheim (Ortsteil Oberbaldingen),../branchenbuch/branche_33.2.php,"Gegenstand des Unternehmens ist die Entwicklung, Herstellung und Vertrieb von feinwerktechnischen Apparaten, Baugruppen und Zulieferteilen aus sämtlichen Werkstoffen auch in Verbund mit elektromechanischen und elektronischen Bauteilen. Die Gesellschaft übernimmt auch Entwicklungsaufträge und die Fertigung von Prototypen in diesen Bereichen.","HRB 709161, Amtsgericht Freiburg",GmbH: Gesellschaft mit beschränkter Haftung,2012,
15,"('Klinik Limberger GmbH + Co. KG', 'Hammerbühlstrasse 5', '78073', 'Bad Dürrheim')",+49 (07726) 6640,+49 (07726) 664114,,http://www.klinik-limberger.de,Klinik Limberger GmbH + Co. KG,Bad Dürrheim,../branchenbuch/branche_85.11.3.php,"HRA 700909, Amtsgericht Freiburg",GmbH + Co. KG: Gesellschaft mit beschränkter Haftung und Compagnie Kommanditgesellschaft,,,
16,"('ArcoSign UG (haftungsbeschränkt)', 'Mozartweg 6', '78073', 'Bad Dürrheim')",+49 (07726) 977369,,mailto:office@arcosign.de,http://www.arcosign.de,ArcoSign UG (haftungsbeschränkt),Bad Dürrheim,../branchenbuch/branche_74.14.1.php,Erbringung von Marketing- und PR-Dienstleistungen.,"HRB 705776, Amtsgericht Freiburg",UG (haftungsbeschränkt): Unternehmergesellschaft (haftungsbeschränkt),2010,
17,"('Ketterer Technologies GmbH', 'Schwenninger Strasse 10', '78073', 'Bad Dürrheim')",+49 (07720) 90780,+49 (07720) 9078200,,,Ketterer Technologies GmbH,Bad Dürrheim,../branchenbuch/branche_51.81.php,"Gegenstand des Unternehmens ist die Herstellung und der Vertrieb von Produktionsmaschinen und Anlagen, Automatisierungseinrichtungen und Verkettungen sowie Systemkomponenten und Baugruppen, des weiteren kundenspezifische Entwicklungen und Spindeltechnologies. Darüber hinaus die Durchführung von Service, Maschinenüberholungen mit sämtlichen Lohn- und Montagearbeiten, Engineering und damit zusammenhängenden Dienstleistungen.","HRB 704805, Amtsgericht Freiburg",GmbH: Gesellschaft mit beschränkter Haftung,2010,165.000 Euro
18,"('buell - INTECO Handels-OHG', 'Sonnenstrasse 27', '78073', 'Bad Dürrheim')",+49 (040) 7228031,+49 (040) 7229253,mailto:info@buell-inteco.de,http://www.buell-inteco.de,buell - INTECO Handels-OHG,Bad Dürrheim,../branchenbuch/branche_51.18.php,"HRA 702658, Amtsgericht Freiburg",OHG: Offene Handelsgesellschaft,2011,,
19,"('Cargo International UG (haftungsbeschränkt)', 'Im Wasserstein 17', '78073', 'Bad Dürrheim')",+49 (01805) 389010,,mailto:service@cargointernational.de,http://www.cargointernational.de,Cargo International UG (haftungsbeschränkt),Bad Dürrheim,../branchenbuch/branche_63.44.php,Gegenstand des Unternehmens ist die Vermittlung von Speditionsgeschäften.,"HRB 704075, Amtsgericht Freiburg",UG (haftungsbeschränkt): Unternehmergesellschaft (haftungsbeschränkt),,
20,"('Heilemann Transporte GmbH', 'Storchenstrasse 40', '78073', 'Bad Dürrheim')",,+49 (07726) 389265,mailto:manfred.heilemann@onlinehome.de,,Heilemann Transporte GmbH,Bad Dürrheim,../branchenbuch/branche_60.24.php,Paketdienst und sonstige Transportleistungen.,"HRB 707827, Amtsgericht Freiburg",GmbH: Gesellschaft mit beschränkter Haftung,2011,
21,"('Karl Schleicher GmbH + Co. KG', 'Carl-Zeiss-Strasse 12', '78073', 'Bad Dürrheim')",+49 (07726) 7522,+49 (07726) 1506,,http://www.schleicher-bad-duerrheim.de,Karl Schleicher GmbH + Co. KG,Bad Dürrheim,../branchenbuch/branche_45.33.php,"HRA 700731, Amtsgericht Freiburg",GmbH + Co. KG: Gesellschaft mit beschränkter Haftung und Compagnie Kommanditgesellschaft,2007,,
22,"('Luschin Reisen GmbH', 'Huberstrasse 32', '78073', 'Bad Dürrheim')",+49 (07726) 92250,,,http://www.luschin.de,Luschin Reisen GmbH,Bad Dürrheim,../branchenbuch/branche_60.21.3.php,"Gegenstand des Unternehmens ist der Betrieb eines Busunternehmens zum Linien- und Gelegenheitsverkehr sowie Planung, Organisation, Durchführung und Vertrieb von Reisen aller Art.","HRB 702441, Amtsgericht Freiburg",GmbH: Gesellschaft mit beschränkter Haftung,,
23,"('Mülberger Transporte GmbH + Co. KG', 'Dorfstrasse 8/1', '78073', 'Bad Dürrheim')",+49 (07706) 922168,+49 (07706) 922167,,,Mülberger Transporte GmbH + Co. KG,Bad Dürrheim (Ortsteil Oberbaldingen),../branchenbuch/branche_60.24.php,"Das Transportgewerbe, insbesondere der Transport von Paketen.","HRA 701767, Amtsgericht Freiburg",GmbH + Co. KG: Gesellschaft mit beschränkter Haftung und Compagnie Kommanditgesellschaft,2010,
24,"('Pflegeheime Grimm GmbH', 'Ludwigstrasse 8', '78073', 'Bad Dürrheim')",+49 (07726) 37800,+49 (07726) 3780555,,,Pflegeheime Grimm GmbH,Bad Dürrheim,../branchenbuch/branche_85.31.7.php,"Gegenstand des Unternehmens ist der Betrieb eines Alten- und Pflegeheimes sowie die Bereitstellung der allgemeinen Pflege, der Grund- und Behandlungspflege, der speziellen und psychiatrischen Pflege und der weiteren allgemeinen Hilfe für die Bewohner des von der Gesellschaft betriebenen Alten- und Pflegeheimes.","HRB 705332, Amtsgericht Freiburg",GmbH: Gesellschaft mit beschränkter Haftung,2010,25.000 Euro
25,"('Engesser Verwaltungs-GmbH', 'Donaustrasse 10', '78073', 'Bad Dürrheim')",+49 (07706) 405,+49 (07706) 5798,,,Engesser Verwaltungs-GmbH,Bad Dürrheim,../branchenbuch/branche_74.15.6.php,Gegenstand des Unternehmens ist das Halten und die Verwaltung der Komplementärbeteiligung an der Engesser Präzisionsdrehteile GmbH & Co. KG sowie die Erbringung von Geschäftsführungsleistungen an dieselbe.,"HRB 700909, Amtsgericht Freiburg",GmbH: Gesellschaft mit beschränkter Haftung,"Engesser, Arno, Bad Dürrheim",
26,"('Mülberger Verwaltungs-GmbH', 'Dorfstrasse 8/1', '78073', 'Bad Dürrheim')",+49 (07706) 922168,,,,Mülberger Verwaltungs-GmbH,Bad Dürrheim (Ortsteil Oberbaldingen),../branchenbuch/branche_74.15.6.php,"Gegenstand des Unternehmens ist die Beteiligung an anderen Gesellschaften sowie die Übernahme von deren Vertretung, Geschäftsführung und Vermögensverwaltung, insbesondere die Beteiligung als Komplementätin an der Mülberger Transporte GmbH & Co. KG in Bad Dürrheim.","HRB 704727, Amtsgericht Freiburg",GmbH: Gesellschaft mit beschränkter Haftung,2010,25.000 Euro
27,"('Hegau Kurier GmbH', 'Dorfstrasse 8/1', '78073', 'Bad Dürrheim')",,,,,Hegau Kurier GmbH,Bad Dürrheim (Ortsteil Oberbaldingen),../branchenbuch/branche_60.24.php,Gegenstand des Unternehmens ist der Versand und das Befördern von Waren und Gütern.,"HRB 706397, Amtsgericht Freiburg",GmbH: Gesellschaft mit beschränkter Haftung,2011,25.000 Euro
28,"('Henselmann Küchenvertriebs GmbH', 'Carl-Friedrich-Benz-Strasse 2', '78073', 'Bad Dürrheim')",+49 (07726) 94860,+49 (07726) 948630,,,Henselmann Küchenvertriebs GmbH,Bad Dürrheim,../branchenbuch/branche_51.47.6.php,"Gegenstand des Unternehmens ist der Vertrieb von Küchen einschliesslich der dazu gehörigen Einrichtungsgegenstände, die Beratung und Planung bei der Einrichtung von Küchen, der Vertrieb von sonstigen Einrichtungsgegenständen aller Art sowie die Erbringung von Beratungs-, Planungs- und Vermittlungsleistungen im Zusammenhang mit Umbau- und Renovierungsmassnahmen.","HRB 704121, Amtsgericht Freiburg",GmbH: Gesellschaft mit beschränkter Haftung,,
29,"('Kim-Tec e.K.', 'Stammstrasse 36/1', '78073', 'Bad Dürrheim')",+49 (07706) 922828,+49 (07706) 922834,mailto:info@kimtec-rework.eu,http://www.kimtec-rework.eu,Kim-Tec e.K.,Bad Dürrheim,../branchenbuch/branche_28.51.php,"HRA 700838, Amtsgericht Freiburg",e.K.: Eingetragener Kaufmann/Eingetragene Kauffrau (auch e.Kfm. oder e.Kffr.),,,
30,"('Thomas Simon Handelsvertretung e.K.', 'Sonnenstrasse 6', '78073', 'Bad Dürrheim')",+49 (07726) 3891511,,,,Thomas Simon Handelsvertretung e.K.,Bad Dürrheim,../branchenbuch/branche_51.47.7.php,Vertrieb von technischem Bäckereibedarf.,"HRA 702934, Amtsgericht Freiburg",e.K.: Eingetragener Kaufmann/Eingetragene Kauffrau (auch e.Kfm. oder e.Kffr.),2012,
31,"('Truck-Service GmbH', 'Auf Stocken', '78073', 'Bad Dürrheim')",+49 (07726) 9394530,+49 (07726) 93945321,,,Truck-Service GmbH,Bad Dürrheim,../branchenbuch/branche_71.21.php,"Gegenstand des Unternehmens ist die Instandsetzung und Betreuung von Lastkraftwagen, Anhängern, Zug-, Bau- und Forstmaschinen aller Art, der Handel mit Nutzfahrzeugen und deren Ersatzteilen, Mietwagen-Service, Fertigung und Instandsetzung von Fahrzeug-Aufbauen.","HRB 702332, Amtsgericht Freiburg",GmbH: Gesellschaft mit beschränkter Haftung,,
32,"('Kliniken Benner GmbH + Co. KG', 'Gartenstrasse 13', '78073', 'Bad Dürrheim')",+49 (07726) 650,+49 (07726) 9395929,mailto:info@espan-klinik.de,http://www.espan-klinik.de,Kliniken Benner GmbH + Co. KG,Bad Dürrheim,../branchenbuch/branche_85.11.3.php,"HRA 600980, Amtsgericht Freiburg",GmbH + Co. KG: Gesellschaft mit beschränkter Haftung und Compagnie Kommanditgesellschaft,1967,,
33,"('SPORTpark AG', 'Luisenstrasse 51', '78073', 'Bad Dürrheim')",+49 (0700) 77678463,+49 (07726) 928919,mailto:golf@gc-badduerrheim.de,http://www.sportpark-badduerrheim.de,SPORTpark AG,Bad Dürrheim,../branchenbuch/branche_92.61.php,"HRB 603065, Amtsgericht Freiburg",AG: Aktiengesellschaft,2006,,
34,"('Achim Jauch Metall- und Blechverarbeitung e.K.', 'Adlerstrasse 12 b', '78073', 'Bad Dürrheim')",+49 (07726) 8161,,,,Achim Jauch Metall- und Blechverarbeitung e.K.,Bad Dürrheim,../branchenbuch/branche_29.2.php,"Produktion, Herstellung und Vertrieb von lüftungstechnischen Bauteilen sowie von Schneid-, Schnitt- und Stanzwerkzeugen","HRA 702484, Amtsgericht Freiburg",e.K.: Eingetragener Kaufmann/Eingetragene Kauffrau (auch e.Kfm. oder e.Kffr.),2011,
35,"('Alten- und Pflegeheim Ried e.K.', 'Ludwigstrasse 8', '78073', 'Bad Dürrheim')",+49 (07726) 37800,+49 (07726) 3780555,,,Alten- und Pflegeheim Ried e.K.,Bad Dürrheim,../branchenbuch/branche_85.11.php,der Betrieb eines Alten- und Pflegeheims,"HRA 701704, Amtsgericht Freiburg",e.K.: Eingetragener Kaufmann/Eingetragene Kauffrau (auch e.Kfm. oder e.Kffr.),,
36,"('Dickscheid GmbH', 'Ludwigstrasse 11', '78073', 'Bad Dürrheim')",+49 (07726) 939110,+49 (07726) 939120,,,Dickscheid GmbH,Bad Dürrheim,../branchenbuch/branche_67.22.php,"Gegenstand des Unternehmens ist die Unternehmensberatung, die Durchführung von Schulungen sowie aller damit in Zusammenhang stehender Geschäfte.","HRB 702159, Amtsgericht Freiburg",GmbH: Gesellschaft mit beschränkter Haftung,,
37,"('Immo Group Rent GmbH', 'Auf Stocken 4', '78073', 'Bad Dürrheim')",+49 (07726) 938720,,,,Immo Group Rent GmbH,Bad Dürrheim,../branchenbuch/branche_50.php,"Gegenstand des Unternehmens ist die Vermietung, Verpachtung von und der Handel mit Wirtschaftsgütern aller Art, insbesondere Fahrzeugen, Baumaschinen und Baubedarfsgütern, EDV und IT-Artikeln.","HRB 708769, Amtsgericht Freiburg",GmbH: Gesellschaft mit beschränkter Haftung,2012,
38,"('PerfectSub 4You GmbH', 'Robert-Bosch-Strasse 14', '78073', 'Bad Dürrheim')",+49 (07726) 9393101,,,,PerfectSub 4You GmbH,Bad Dürrheim,../branchenbuch/branche_55.35.php,Gegenstand des Unternehmens ist der Betrieb von Sandwich Restaurants unter dem Konzept und der registrierten Marke Subway .,"HRB 707787, Amtsgericht Freiburg",GmbH: Gesellschaft mit beschränkter Haftung,2011,
39,"('Rehabilitationszentrum Bad Dürrheim GmbH', 'Salinenweg 2', '78073', 'Bad Dürrheim')",+49 (07726) 630,+49 (07726) 13913,,,Rehabilitationszentrum Bad Dürrheim GmbH,Bad Dürrheim,../branchenbuch/branche_85.11.3.php,Gegenstand des Unternehmens ist das Betreiben eines Rehabilitations-Therapiezentrums für medizinische und gesundheitsfördernde Massnahmen. Die Gesellschaft hat die Voraussetzungen des § 124 SGB V zu erfüllen.,"HRB 703656, Amtsgericht Freiburg",GmbH: Gesellschaft mit beschränkter Haftung,,
40,"('OKA Immobilien + Vermögensverwaltungs GmbH', 'Bergweg 7', '78073', 'Bad Dürrheim')",+49 (07726) 939570,,,,OKA Immobilien + Vermögensverwaltungs GmbH,Bad Dürrheim,../branchenbuch/branche_70.2.php,"Gegenstand des Unternehmens ist der Erwerb, die Vermietung und die Veräusserung eigener Immobilien sowie die Verwaltung sonstigen eigenen Vermögens.","HRB 702230, Amtsgericht Freiburg",GmbH: Gesellschaft mit beschränkter Haftung,,
41,"('Parkhotel Waldeck Schrenk Hotel-Betriebsgesellschaft mbH', 'Waldstrasse 18', '78073', 'Bad Dürrheim')",+49 (07726) 663119,+49 (07726) 8001,mailto:info@hotel-waldeck.com,http://www.hotel-waldeck.com,Parkhotel Waldeck Schrenk Hotel-Betriebsgesellschaft mbH,Bad Dürrheim,../branchenbuch/branche_55.11.php,"HRB 600637, Amtsgericht Freiburg",GmbH: Gesellschaft mit beschränkter Haftung,,,
42,"('Stern-Service Reinigungs-GmbH', 'Schabelweg 5-7', '78073', 'Bad Dürrheim')",+49 (07726) 94893,+49 (07726) 1572,mailto:info@stern-service.de,http://www.stern-service.de,Stern-Service Reinigungs-GmbH,Bad Dürrheim,../branchenbuch/branche_74.71.php,"HRB 600191, Amtsgericht Freiburg",GmbH: Gesellschaft mit beschränkter Haftung,,,
43,"('Wohn- und Gewerbebau Rebholz GmbH + Co. KG', 'Zehntstrasse 1', '78073', 'Bad Dürrheim')",+49 (07726) 92100,+49 (07726) 921099,mailto:info@rebholz.de,http://www.rebholz.de,Wohn- und Gewerbebau Rebholz GmbH + Co. KG,Bad Dürrheim,../branchenbuch/branche_45.21.1.php,"HRA 601173, Amtsgericht Freiburg",GmbH + Co. KG: Gesellschaft mit beschränkter Haftung und Compagnie Kommanditgesellschaft,,,
44,"('ABS Apparate + Behälterbau GmbH', 'Bergweg 7', '78073', 'Bad Dürrheim')",,,,,ABS Apparate + Behälterbau GmbH,Bad Dürrheim,../branchenbuch/branche_28.2.php,Gegenstand des Unternehmens ist der Bau von Apparaten und Behältern aus Stahl und Kunststoff für den Bereich der Oberflächentechnik.,"HRB 702298, Amtsgericht Freiburg",GmbH: Gesellschaft mit beschränkter Haftung,,
45,"('adamant GmbH', 'Ludwigstrasse 11', '78073', 'Bad Dürrheim')",+49 (07726) 3788890,,,,adamant GmbH,Bad Dürrheim,../branchenbuch/branche_67.22.php,"Gegenstand des Unternehmens ist die Tätigkeit als Versicherungsmakler, die Vermittlung und Erbringung anderer mit der Tätigkeit als Versicherungsmakler einhergehender Finanzprodukte und Dienstleistungen sowie aller damit in Zusammenhang stehender Geschäfte.","HRB 702248, Amtsgericht Freiburg",GmbH: Gesellschaft mit beschränkter Haftung,,
46,"('Bauernmetzgerei GmbH', 'Schlietenstrasse 3', '78073', 'Bad Dürrheim')",+49 (07706) 923539,,,,Bauernmetzgerei GmbH,Bad Dürrheim,../branchenbuch/branche_15.13.php,"Gegenstand des Unternehmens ist der Betrieb einer Metzgerei, der Erwerb und die handwerkliche Verarbeitung bäuerlicher Fleischerzeugnisse sowie deren Vertrieb.","HRB 702639, Amtsgericht Freiburg",GmbH: Gesellschaft mit beschränkter Haftung,,
47,"('Champions Travel UG (haftungsbeschränkt)', 'Johann-Peter-Hebel-Weg 1', '78073', 'Bad Dürrheim')",+49 (07726) 373608,,,,Champions Travel UG (haftungsbeschränkt),Bad Dürrheim,../branchenbuch/branche_80.php,Erbringung touristischer Dienstleistungen aller Art.,"HRB 704102, Amtsgericht Freiburg",UG (haftungsbeschränkt): Unternehmergesellschaft (haftungsbeschränkt),,
48,"('Dilstone GmbH', 'Carl-Friedrich-Benz-Strasse 11', '78073', 'Bad Dürrheim')",,,,,Dilstone GmbH,Bad Dürrheim,../branchenbuch/branche_52.46.3.php,"Gegenstand des Unternehmens ist der Handel und das Verlegen von Fliesen, Platten und Mosaik aller Art sowie Gestaltungsplanungen von Fassaden und Räumen im Bereich von Gebäuden, Einrichtungen und Ambiete.","HRB 702679, Amtsgericht Freiburg",GmbH: Gesellschaft mit beschränkter Haftung,,
49,"('Dimando Projektentwicklung GmbH', 'Stammstrasse 12', '78073', 'Bad Dürrheim')",,,,,Dimando Projektentwicklung GmbH,Bad Dürrheim (Ortsteil Öfingen),../branchenbuch/branche_74.25.php,"Gegenstand des Unternehmens ist die Projektentwicklung und das Management von Projekten für Unternehmen und Organisationen sowie die Entwicklung branchentypischer Modellprojekte (z.B. in Dienstleistungen, Handel und Tourismus) auf eigene Rechnung bzw. durch eigene kontinuierliche Betriebsführung und die Erbringung aller Dienstleistungen (z.B. Beratung, IT), die dazu dienlich sind.","HRB 708922, Amtsgericht Freiburg",GmbH: Gesellschaft mit beschränkter Haftung,2012,
50,"('income UG (haftungsbeschränkt)', 'In Ebnet 12', '78073', 'Bad Dürrheim')",+49 (07726) 928980,,,,income UG (haftungsbeschränkt),Bad Dürrheim,../branchenbuch/branche_66.php,Gegenstand des Unternehmens ist die Vermittlung von Kapitalanlagen aller Art und Vermittlung von Versicherungen.,"HRB 704523, Amtsgericht Freiburg",UG (haftungsbeschränkt): Unternehmergesellschaft (haftungsbeschränkt),,
