,Name,Email
50,goodmoodfood GmbH,office@goodmood-food.net
51,Dr. Enzo Backmischungen für Hunde Einzelunternehmen,info@drenzo.de
52,Holle baby food AG,babyfood@holle.ch
53,Peturo GmbH,alex@mammaly.de
54,Marsapet GmbH,kontakt@marsapet.de
55,Green Petfood (foodforplanet GmbH & Co. KG),green-petfood@foodforplanet.de
56,Yarrah Organic Petfood BV,info@yarrah.com
57,Rose Office GmbH,info@rose-office.com
58,Aries Athletics GbR,info@ariesathletics.de
59,KoRo Handels GmbH,service@korodrogerie.de
60,MEIN GENUSS GmbH,service@meingenuss.de
61,Original Beans B.V.,info@originalbeans.com
62,Alpine White,info@alpinewhite.ch
63,Miezenhaps Einzelunternehmen,jessica.jungmann@miezenhaps.de
64,esskultour Catering Köln UG,post@esskultour-koeln.de
65,Fairnatural GmbH,info@fairnatural.de
66,MyCupOfTea GmbH,info@mycupoftea-shop.com
67,Breathe Solutions GmbH,hello@breathe-organics.com
68,meinetage.at - nachhaltige Monatshygiene Einzelunternehmen,kontakt@meinetage.at
69,Nature Basics GmbH,friends@naturebasics.de
70,Yummy Organics GmbH,info@yummy-organics.de
71,ELMT UG,hello@inner-elmt.com
72,Umwelt-Bildungszentrum Berlin gGmbH,info@umwelt-bildungszentrum.de
73,Black Bear GmbH,office@black-bear.at
74,Quorn Smart Life GmbH,QuornSL@quornfoods.com
75,Backefix - by Sprouting GmbH,info@backefix.com
76,Kurhaus Marienkron GmbH,info@marienkron.at
77,Libuni Verein,verein@libuni.eu
78,El Puente GmbH,info@el-puente.de
79,Biomarkt Lämmerhof Inhabergeführt,hofladen@laemmerhof.de
80,Haus Neumühle Restaurant-Hotel natürlich bio Einzelfirma,info@neumuehle.ch
81,Hanfland GmbH,office@hanfand.at
82,Förderkreis Biozyklisch-Veganer Anbau e.V. e.V.,foerderkreis@biozyklisch-vegan.org
83,Veda Naturals GmbH,info@vedanaturals.de
84,Brüder Unterweger GesmbH,office@unterweger-wellness.com
85,founderholics GmbH,friends@founderholics.com
86,AlpenPower GmbH,service@alpenpower.com
87,Swaytis GmbH,info@swaytis.de
88,Kloster Kitchen – eine Marke der curameo AG AG,marketing@klosterkitchen.com
89,SIRPLUS GmbH GmbH,mail@sirplus.de
90,WeltPartner eG eingetragene Genossenschaft,info@weltpartner.de
91,The Plant Magic Company GmbH,hi@theplantmagic.co
92,Kulmine e. K.,post@kulmine.de
93,lacely GmbH GmbH,info@lacely-group.com
94,GOOPACKO GmbH,hallo@goopacko.de
95,Institut Dr. Rilling Healthcare GmbH,info@rilling-healthcare.de
96,faktura gGmbH,mail@faktura-berlin.de
97,Packtive Entertainment UG,servus@packtive.de
98,be tanics GmbH GmbH,hello@betanics.de
99,CBDSI GmbH,lifeverde@cbdcielo.org
100,Scandinavian Biolabs ApS,kontakt@scandinavianbiolabs.de
101,health1 GmbH,hello@miapanda.de
102,VITA INVEST Einzelfirma,info@vita-invest.eu
103,vetevo GmbH,info@vetevo.de
104,dualseele Einzelunternehmen,info@dualseele-yoga.de
105,purento GmbH,info@terra-pura-tiernahrung.de
106,Vivobase GmbH,info@vivobase.de
107,Zai Organic Products & Communications GmbH,argiris.valdramidis@zai-tea.com
108,Deine Ernährung Einzelunternehmen,info@deine-ernaehrung.de
109,ecodemy GmbH,info@ecodemy.de
110,Droste-Laux Naturkosmetik GmbH & Co. KG,info@droste-laux.de
111,WINEGINEERS Einzelunternehmen,info@winegineers.de
112,Sommerhanf - DCM - Deutsche Cannabis Manufaktur UG (haftungsbeschränkt),marketing@sommerhanf.de
113,foodloose GmbH,kooperationen@foodloose.net
114,OneLife GmbH,mail@onelife.eco
115,Ofner DER BACKPROFI GmbH,office@derbackprofi.at
116,tempehmanufaktur - Schnappinger GmbH,info@tempehmanufaktur.net
117,the nu company GmbH,info@the-nu-company.com
118,biowein-erlesen Weinhandel Olaf Nitzsche Einzelunternehmen,info@biowein-erlesen.de
119,Hoffmann Germany GmbH,info@hoffmann-germany.de
120,Grafschafter Krautfabrik GmbH & Co. KG,krautfabrik@grafschafter.de
121,Kräuterkontor - Verbena VH Handels GmbH,info@kraeuterkontor.de
122,Sole Runner Einzelunternehmen,info@sole-runner.com
123,ManuTeeFaktur GmbH,info@manuteefaktur.com
124,Voi Guad GbR,info@voi-guad.de
125,for you eHealth GmbH,info@foryouehealth.de
126,Now2You Handels GmbH GmbH,service@now2you.at
127,Kaffeerösterei PeRu Einzelunternehmen,info@cafe-peru.de
128,eco2eat GmbH,hello@eco2eat.com
129,Meeresgarten c/o oceanBASIS GmbH,info@oceanbasis.de
130,Elbe Life Science GmbH,info@elbelifescience.com
131,Lini's Bites UG,info@linisbites.com
132,okäse GmbH,service@okaese.de
133,Wacker GmbH,shop@bleibwacker.com
134,sunny-tableware GmbH GmbH,info@sunny-tableware.de
135,Green-Bag Getränke GmbH,office@green-bag.at
136,Carl Wilhelm Clasen GmbH,service@clasen-bio.de
137,promavis - BIObay.de GmbH,info@biobay.de
138,Geile Vitamine food&supplements GmbH,service@geilevitamine.de
139,TISSO Naturprodukte GmbH,info@tisso.de
140,smile brush+ GbR,info@smilebrushplus.com
141,FROG.passion GmbH,service@frogcoffee.de
142,riva Systemtechnik GmbH,info@riva-filter.de
143,STRAYZ Petfood GmbH,info@strayz.de
144,niceshops GmbH,office@ecco-verde.com
145,CONTIGO Fairtrade GmbH,info@contigo.de
146,BWT Sports & Digital Services GmbH,news@bwt.com
147,Retulp Custom B.V.,kontakt@retulp.de
148,HAKA Kunz GmbH,kontakt@haka.de
149,Ayurveda Soulfood Eva Baumgartl,hello@ayurveda-soulfood.de
150,CANWAY Schweiz GmbH,kontakt@greenpassion.ch
151,Der Zooexperte (Marsapet GmbH),kontakt@marsapet.de
152,Wunschkapsel GmbH,info@wunschkapsel.de
153,Primal Harvest GmbH,info@primalharvest.de
154,KANNE BROTTRUNK GMBH & CO. BETRIEBSGESELLSCHAFT KG,info@kanne-brottrunk.de
155,djoon GmbH,leon@djoon.de
156,LiveFresh GmbH,hallo@livefresh.de
157,pjyrity© GmbH,dk@pjyrity.com
158,PURESUPPLEMENTS by Coach Serdi® Enizelunternehmen,kontakt@purehealthy.eu
159,Sprossenliebe OG,post@sprossenliebe-microgreens.com
160,Ogaenics Novel Nutriology GmbH,hello@ogaenics.com
161,TanteLy - eine Marke der Walter Lang GmbH GmbH,hello@tantely.bio
162,Beflora CBD Einzelunternehmen,Ben@beflora.de
163,crooked elements GmbH,info@crooked-elements.com
164,Nefertem Naturprodukte Einzelunternehmung,info@nefertem-naturprodukte.de
165,stick & lembke GmbH,info@stick-lembke.de
166,KONTOR 1710 ac.concept GmbH & Co. KG,info@kontor1710.de
167,KLIMA ARENA Der Klima-Erlebnisort,besucherinfo@klima-arena.de
168,PEKANA Naturheilmittel GmbH,info@pekana.com
169,LUUP GmbH,info@luupcoffee.de
170,HempCrew - Weedo Lifestyle & Media GmbH,support@hempcrew.de
171,Münsteraner Finne GmbH,info@finne-brauerei.de
172,MyEy Ei-Ersatz Öko Insel - GS Handels GmbH,info@myey.info
173,Akal Food - Die Vollwert Spirulina Inh. Dr. Frank Winter,frank@akalfood.de
174,Coffee Circle Circle Products GmbH,kontakt@coffeecircle.com
175,biond GmbH,info@biond.de
176,Leckeres Leinöl GbR,info@leckeres-leinoel.de
177,Löwenzahn Organics GmbH,hello@loewenzahnorganics.com
178,Blue Farm Iconic Drinks GmbH,presse@bluefarm.co
179,SpiceNerds GmbH,info@spicenerds.com
180,bJuice Smart Drinks GmbH & Co. KG,info@bjuice.de
181,KULAU GmbH,jennifer.riehl@kulau.de
182,Better Foodprint UG,kontakt@better-foodprint.de
183,My Herbal Diary GmbH,hallo@myherbaldiary.de
184,Butterstulle Catering und Service GmbH,post@butterstulle.berlin
185,BERLIN SMILE ZAHNZENTRUM MVZ,info@berlin-smile.de
186,Eversnack Einzelunternehmen,info@eversnack.de
187,Flamingo Road UG (haftungsbeschränkt),service@traumtropfen.me
188,Heimgart / EASTSIDE IMPEX Handelsgesellschaft mbH,post@heimgart.com
189,VeggieSweets Einzelunternehmen,info@veggiesweets.de
190,Elissón Olive Oil & More Inh. Nikos Pulos,info@elisson.de
191,chocri GmbH,info@chocri.de
192,Fairment - Primal Life GmbH,briefkasten@fairment.de
193,Ökofrost GmbH,info@oekofrost.de
194,LUCKY VEGAN - Die vegane Überraschungsbox E.,info@lucky-vegan.com
195,SweMa GmbH,info@swema-lebensmittel.de
196,Deutsche-Delikatessen.de Einzelunternehmen,kontakt@deutsche-delikatessen.de
197,SPICEBAR GmbH,info@spicebar.de
198,Melro's Best GmbH,info@simplyraw.de
199,LIMBUA Deutschland GmbH,info@limbua-group.com
200,Fru'Cha! GmbH Bio und Fairtrade Trockenfrüchte,office@frucha.de
201,Margreblue GmbH,mail@margreblue.de
202,Teekampagne GmbH,biotee@projektwerkstatt.com
203,Ella´s Basenbande GmbH & Co. KG,jil@basenbande.de
204,MAUNAWAI GmbH,info@maunawai.com
205,Loma.eco GmbH,support@loma.eco
206,SanaBio GmbH,info@sanabio.bio
207,Voelkel Naturkostsäfte GmbH,info@voelkeljuice.de
208,Elbtalaue Naturkostprodukte GmbH,info@elbtalaue-naturkostprodukte.de
209,bios GmbH GmbH,info@bios.de
210,Gut Saunstorf gGmbH - Der Klosterladen,service@derklosterladen.com
211,Dr. Taffi Kosmetik Deutschland und Österreich e.K.,info@drtaffi.de
212,B.TEALY GmbH,service@b-tealy.de
213,No Coffee GmbH,hello@no-coffee.de
214,Braaker Mühle Brot- und Backwaren GmbH,baeckerei@braaker-muehle.de
215,Worlée NaturProdukte GmbH,naturprodukte@worlee.de
216,vinoverde - Bioweinhandel Einzelunternehmer,info@vinoverde.de
217,Bäckerei Bahde GmbH Produktion und Verkauf von Demeter-Backwaren,bestellung@bahde.de
218,ethiconomy services gmbh,make@bedda-world.com
219,Nelsons GmbH,info-de@nelsons.net
220,HEJ Natural - Goodlife Company GmbH,hej@hej-natural.de
221,Kale&Me GmbH,hallo@kaleandme.de
222,Gut Wulksfelde GmbH,info@gut-wulksfelde.de
223,MeaVita (JMP Service KG),info@meavita.de
224,Ratsherrn Brauerei GmbH GmbH,info@ratsherrn.de
225,EAT SMARTER GmbH & Co. KG Verlagswesen,info@eatsmarter.de
226,beckers bester GmbH,info@beckers-bester.de
227,schuelke GmbH,info@schuelke.com
228,Golconda GmbH,sderosa@golconda.de
229,LOGOCOS Naturkosmetik AG,post@logocos.de
230,PURYA GmbH,info@purya.de
231,Kornkiste - Unverpackt-Online Einzelunternehmer,kornkiste@gmail.com
232,TOFU Manufaktur Christian Nagel GmbH GmbH,kontakt@tofunagel.de
233,Eat like Eve e.K.,post@eat-like-eve.de
234,Küstentee e. K.,info@kuestentee.de
235,Gebrüder Ewald GmbH,info@ueberwood.eu
236,Ölmühle Solling GmbH,info@oelmuehle-solling.de
237,natürlich lang leben UG,info@natuerlichlangleben.de
238,Bremer Gewürzhandel GmbH,info@bremer-gewuerzhandel.de
239,Liebesgut Tiernahrungs GmbH & Co. OHG GmbH & Co. OHG,kontakt@liebesgut-tiernahrung.de
240,CBD-Infos.com Einzelunternehmen,hallo@cbd-infos.com
241,Bionatic GmbH & Co. KG,greenbox@bionatic.de
242,EXVital GmbH,community@exvital.de
243,Essento Insect Food GmbH,hallo@essento.eu
244,VIVANI Bioschokolade GmbH,info@vivani.de
245,EcoFinia GmbH,info@ecofinia.de
246,herzberger bäckerei GmbH,info@herzberger.com
247,KEIKO Shimodozono International GmbH,info@keiko.de
248,jomu BIO Gesundheitsprodukte,info@gerstengras-natur.de
249,Kumaio Selecto @ H&T Feinkost GmbH,hello@kumaio-selecto.de
250,AVE – Absolute Vegan Empire GmbH & Co. KG,info@ave.vg
251,Löwenanteil GmbH,thomas@loewenanteil.com
252,vekoop GmbH,info@vekoop.de
253,Betty Butter GmbH,mail@bettybutter.de
254,Dr. C. SOLDAN GmbH,kundenservice@soldan.com
255,Kräuterladen.com UG & CO. KG,info@vollzucker.de
256,RAWBITE ApS,info@rawbite.com
257,saftgras GmbH,info@saftgras.de
258,Eisblümerl Naturkost GmbH,info@eisbluemerl.de
259,Freude am Genuss GmbH,info@gewuerz-glueck.com
260,tesano bio UG (haftungsbeschränkt),info@tesanobio.de
261,Trinity Food Einzelunternehmen,info@trinity-food.de
262,Neumarkter Lammsbräu Gebr. Ehrnsperger KG,info@lammsbraeu.de
263,Georg Thalhammer - Handel mit Bio-Lebensmitteln e.K.,info@georgthalhammer.com
264,ayurvedaben (Einzelunternehmen),anfragen@ayurvedaben.com
265,Jalall D'or GmbH,info@jalalldor.de
266,Natural Self KU,info@natural-self.de
267,Purabyo GmbH,hello@purabyo.de
268,Destillerie Dwersteg GmbH & Co. KG,info@dwersteg.de
269,knuspur e.K:,business@knuspur.eu
270,Hassia Mineralquellen GmbH&Co.KG GmbH&Co.KG,kundenservice@hassia-gruppe.com
271,UEBE Medical GmbH,info@cyclotest.de
272,MASMI ORGANIC CARE Health & Care,post@masmi-organic-care.com
273,Andros SO GOOD So Veggie Andros Deutschland GmbH,info@andros.de
274,Rebional GmbH,info@rebional.de
275,Unverträglichkeitsladen Tobias Höhne Einzelunternehmer,Info@unvertraeglichkeitsladen.de
276,858 Handels GmbH,service@matcha-karu.com
277,Organic Garden AG,info@organicgarden.de
278,FRUTEG GmbH,info@fruteg.de
279,BTK Bio-Tierkost GmbH,service@bio-tierkost.de
280,Tetra Pak GmbH @ Co KG,tphinfo@tetrapak.com
281,Transgourmet Deutschland GmbH & Co. OHG,kontakt@transgourmet.de
282,TERRA KAHWA Deutschland UG (haftungsbeschränkt),info@terra-kahwa.de
283,Pottsalat GmbH,kontakt@pottsalat.de
284,Bienenwixe,info@bienenwixe.de
285,D-Felderzeugnisse GmbH,service@defu.de
286,Demeter-Felderzeugnisse GmbH,demeter@felderzeugnisse.de
287,GEPA - The Fair Trade Company GmbH,info@gepa.de
288,Matchachin - Tausendkraut GmbH,energy@matchachin.com
289,BULLDOG Hautpflege,hello@bulldoghautpflege.com
290,Biovegan GmbH,info@biovegan.de
291,Grönaverde - ALPiNOFiT GmbH,servus@alpinofit.de
292,GÍÍLINEA BÍO KG,office@giilinea.com
293,ORBIMED Meine Mundgesunde Personengesellschaft,info@orbimed.de
294,Pilze Wohlrab GmbH & Co. KG,bestellung@vitalpilze-naturheilkraft.de
295,Ökokiste e.V.,info@oekokiste.de
296,Bärbel Drexel GmbH,service@baerbel-drexel.de
297,Happy Coffee GmbH,support@happycoffee.org
298,CBDNOL GmbH,info@cbdnol.com
299,Wirtz Wellness Produkte Einzelunternehmen,info@wirtzwellnessprodukte.de
300,Wild Baboon GmbH,kontakt@wildbaboon.de
301,Haus Rabenhorst GmbH & Co. KG,info@haus-rabenhorst.de
302,meine ernte GbR,info@meine-ernte.de
303,Byodo Naturkost GmbH,info@byodo.de
304,Veggie Specials Einzelunternehmen,info@veggie-specials.com
305,Sleepful Wellness UG,domink@sleepful.de
306,PLANT BASED POWER GmbH,hello@feel-food.com
307,Kräutermax GmbH & Co KG,shop@kraeutermax.at
308,Wellnessel UG (haftungsbeschränkt),info@wellnessel.com
309,mehr-gruen.de Einzelunternehmen,kontakt@mehr-gruen.de
310,Trinkkost GmbH,support@trinkkost.de
311,MADENA GmbH & Co. KG,info@madena-kg.de
312,RohKöstlich GmbH,info@rohkoestlich.com
313,Fair Karma GmbH,info@fairkarma.de
314,FAIR SQUARED GmbH,info@fairsquared.info
315,Karl-Otto Werz Naturkornmühle GmbH & Co. KG,vollwert@werz.bio
316,PAULkocht gGmbH,info@paul-kocht.de
317,Karapatzakis Aristos Olivenöl GbR,kontakt@aristos-olivenoel.de
318,Green Cola Germany GmbH,marketing@greencolagermany.de
319,Laetitia Naturprodukte Dr. C. SOLDAN Natur- und Gesundheitsprodukte GmbH,info@bitterstern.de
320,Naturata AG,kontakt@naturata.de
321,Little Lunch GmbH,support@littlelunch.de
322,SALUVegan -,info@saluvegan.com
323,Miko Kaffee GmbH,vertrieb@mikokaffee.de
324,drinkitnow GmbH,rose@drinkitnow.de
325,completeorganics GmbH,hi@completeorganics.de
326,THE DUKE Destillerie - Einzelunternehmen,info@theduke-gin.de
327,everdry GmbH & Co. KG,info@everdry.de
328,Buah GmbH,info@buah.de
329,Beutelsbacher Fruchtsaftkelterei GmbH,info@beutelsbacher.de
330,sana essence GmbH,info@sana-essence.de
331,GUATAVITA - Panela by Meisel Fine Goods GmbH GmbH,hola@guatavita.de
332,vitalundfitmit100 GmbH,info@vitalundfitmit100.de
333,SUVO Einzelfirma Susanne Vogel,info@suvovital.com
334,Vita Et Natura GmbH,info@vitaetnatura.com
335,JARFOOD GmbH,support@jarmino.de
336,etepetete GmbH,kundensupport@etepetete-bio.de
337,Kraftmischer GmbH,info@kraftmischer.de
338,Hanf im Glück GmbH,kontakt@hanf-im-glueck.shop
339,Hevert-Arzneimittel GmbH & Co. KG,info@hevert.de
340,I·DO - Antidote Vertriebs GmbH,hallo@ido.bio
341,BioProphyl GmbH,info@bioprophyl.de
342,Mate de Pantera GmbH,info@matedepantera.de
343,Pastazeit GesnbR,office@pastazeit.com
344,strick-mir-was.at e.U.,willkommen@strick-mir-was.at
345,KRAFTVOLL Einzelunternehmen,frank@kraftvoll-superfoods.de
346,reCIRCLE Deutschland (Elithro GmbH),mitmachen@recircle.de
347,livQ AG,info@livq.de
348,Feelgood Shop B.V.,info@feelgood-shop.com
349,Erdschwalbe - Thomas Zimmermann Einzelunternehmen,info@erdschwalbe.de
350,Niehoffs Vaihinger Fruchtsaft GmbH,info@nvf-marken.de
351,OPW Ingredients GmbH,info@opw-ingredients.com
352,GreenSmile GmbH,office@mysalifree.com
353,organic veggie food GmbH,info@soto.de
354,Signature Products GmbH,info@signature-products.com
355,Nordic Trading Group BV,info@nordicoil.de
356,Pure Haircare - Lifestyle Brands GmbH,office@purehaircare.at
357,1616 Pfaffmann Einzelunternehmen,info@pfaffmann-wein.de
358,Mäx & Mäleon GmbH,hello@maeleon.info
359,youforfuture - DEUTIM GmbH,wald@deutim.de
360,HausbootGeist ® GbR,info@hausbootgeist.de
361,WATTSTUNDE GmbH,info@wattstunde.de
362,GOBAX Bikes GmbH & Co. KG,info@gobax-bikes.de
363,Klima Kontor - Planung und Beratung GmbH,info@klima-kontor.de
364,Holztechnik Bernickel Carport & Holzbau Einzelunternehmen,info@holztechnik-bernickel.de
365,Schwalbe - Ralf Bohle GmbH GmbH,info@schwalbe.com
366,LINY Einzelunternehmen,kontakt@liny-bikes.de
367,Ca Go Bike GmbH,info@cagobike.com
368,E Bonus GbR,info@service-e-bonus.de
369,LEGEND EBIKES GmbH,kontakt@legendebikes.com
370,Sole Runner Einzelunternehmen,info@sole-runner.com
371,Geotab GmbH,infode@geotab.com
372,Tout Terrain GmbH & Co. KG,info@tout-terrain.de
373,Sixt SE,kundenbetreuung(at)sixt.com
374,Antonia Berndt & Julia Meinert GbR,info@antoniaberndt.de
375,KLIMA ARENA Der Klima-Erlebnisort,besucherinfo@klima-arena.de
376,ZIMMER Fahrradtaschen RAFU + ZIMMER OHG,mail@zimmer-taschen.de
377,e-motion Experts GmbH,info@emotion-technologies.de
378,pliant GmbH,info@getpliant.com
379,GETAWAY GETAWAY GmbH,info@get-a-way.com
380,BS BERLIN SHUTTLE GmbH,info@berlin-shuttle.de
381,Bundesverband eMobilität e.V. (BEM) e.V.,info@bem-ev.de
382,atmosfair gGmbH,info@atmosfair.de
383,REBEL Marketing GmbH,atzler@e-miglia.com
384,e-bike erfahren Gbr (Uniprojekt auf Zeit),ebike-erfahren@mail.de
385,ubitricity Gesellschaft für verteilte Energiesysteme mbH GmbH,contact@ubitricity.com
386,Berlin Linien Bus GmbH GmbH,info@berlinlinienbus.de
387,SEG Sonnenrepublik Energie GmbH GmbH,info@sonnenrepublik.de
388,eMobilitätOnline.de Einzelunternehmen,info@emobilitaetonline.de
389,Urwahn Engineering GmbH,info@urwahnbikes.de
390,Transportrad MV Einzelunternehmung,kontakt@transportrad-mv.de
391,WattRad Anja Wegner Einzelfirma,info@wattrad.com
392,City Express Logistik GmbH GmbH,mail@cityexpress.de
393,Egret Walberg Urban Electrics GmbH,info@my-egret.com
394,e-Formel.de Einzelunternehmen,contact@e-formel.de
395,TRANKVILE electric vehicles Einzelunternehmer,office@trankvile.com
396,scuddy - Faltbare Elektroscooter GmbH & Co. KG,info@scuddy.de
397,my Boo GmbH,contact@my-boo.de
398,cambio Mobilitätsservice GmbH & CoKG,info@cambio-carsharing.de
399,Grüne Autos Magazin (Angebot von TAN Media) Einzelunternehmen,info@grueneautos.com
400,FMS Future Mobility Solutions GmbH,info@future-mobility-solutions.com
401,EcoLibro GmbH GmbH,info@ecolibro.de
402,e-bility GmbH,info@electronic-mobility.com
403,mika amaro Urban Bikes -,info@mika-amaro.com
404,Bundesverband Bioenergie (BBE) e. V.,geisen@bioenergie.de
405,Lastenrad-Fabrik Einzelfirma,info@lastenrad-fabrik.de
406,Carglass GmbH,Empfang@CARGLASS.de
407,Croozer GmbH,info@croozer.com
408,Eco-Consult GmbH GmbH,info@ecofahr.com
409,EIGHT GmbH @ Co. KG,info@eight.eu
410,GOVECS SCOOTER AG,hello@govecs.com
411,FISCHER - die fahrradmarke GmbH,info@fischer-fahrrad.de
412,Stadtwerke Nürtingen GmbH,stadtwerke@sw-nuertingen.de
413,Heindl Server GmbH / eMobilServer GmbH,info@innotech-medien.de
414,StreetScooter Research GmbH,info@streetscooter-research.eu
415,tamyca GmbH,info@tamyca.de
416,Ducktrain DroidDrive GmbH,contact@ducktrain.io
417,Babboe BV,info@babboe.de
418,BlaBlaCar S.A.,info@blablacar.de
419,Cantana GmbH,info@cantana.com
420,nice to meet me OG,mail@nicetomeetme.at
421,vervola GmbH,susanne@vervola.com
422,neu.land GmbH,hello@elamo.me
423,Celtic & Co. Ltd,kathrin.barnes@celticandco.com
424,We Are Knitters SL,sabrina@weareknitters.com
425,This Is Vegan - Plantbased Lifestyle Magazin Einzelunternehmen,info@this-is-vegan.com
426,ila·ila | FAIR CONCEPT STORE GmbH,info@ilaila.de
427,VorReiter Einzelunternehmen,isabel.salecker@vorreiter-reitsport.de
428,URBN STDIOS AG,hello@urbnc3.com
429,Fair Couture Einzelunternehmer,mail@faircouture.com
430,Nordgreen Aps,hallo@nordgreen.com
431,Barn Bux Einzelunternehmen,info@barnbux.de
432,Lunettes Selection Einzelunternehmen,info@lunettes-selection.de
433,Boob Design GmbH,shop@boobdesign.com
434,ecodog® Einzelunternehmen,nicole.kraft@ecodog.de
435,Yvonne Mankel Jewellery • Nachhaltiger Schmuck & Trauringe Einzelunternehmen,info@yvonnemankel.de
436,Baron Filou GmbH,office@baronfilou.com
437,Spirit of Island Einzelunternehmen,friends@spiritofisland.de
438,OH OH OM ethical sportswear Einzelunternehmen,ethicalsportswear@ohohom.com
439,Elkline GmbH,customerservice@elkline.de
440,GOT BAG GmbH,hello@got-bag.com
441,B KREB jewelry Einzelunternehmen,mail@bkreb.com
442,Unterwegs Outdoor Shop GmbH,shop@unterwegs.biz
443,Shop Like You Give a Damn B.V.,info@shoplikeyougiveadamn.com
444,Kulson GmbH,info@kulson.de
445,Wildling Shoes GmbH,https://www.wildling.shoes/pages/kontakt
446,Fair Affairs GmbH,rainer@my-fair-affair.com
447,Felidae (Europe) GmbH,hello@kattbjoern.de
448,Levensgaarn Andrea Sauer,info@levensgaarn.de
449,Reciclage Einzelunternehmen,info@reciclage.de
450,STAMPS GmbH,info@stamps.eu
451,Feelgrounds Ltd,info@feelgrounds.com
452,New Systems GmbH,service@selenacare.com
453,Souleway GmbH,hello@souleway.com
454,Gebrüder Haasis GmbH & Co. KG,admin@haasis-bodywear.de
455,Nordlicht Naturtextilien GmbH,mail@nordlichtstore.com
456,dayê rose UG (haftungsbeschränkt) & Co. KG,sermin@dayerose.com
457,Maren Jewellery Einzelunternehmen,helge@marenjewellery.com
458,Schwabenpower c/o MTS Schrode AG,team@schwabenpower.de
459,ocean-wear Einzelunternehmer,o.icli@ocean-wear.store
460,Trauringmanufaktur Einzelunternehmen,info@trauringmanufaktur.de
461,Kristin Elm Einzelunternehmen,info@kristinelm.com
462,greenyogashop GmbH,info@greenyogashop.com
463,AMANA Beachwear KLG,info@amanabeachwear.com
464,Nordic Flow GmbH & Co. KG,namaste@chakrana.world
465,Modibodi Limited,info@modibodi.com
466,RADIAN Design,contact@radian-design.com
467,Bon + Berg Bon and Berg Ltd,hello@bonandberg.com
468,changemaking.now Einzelunternehmen,info@changemakingnow.com
469,Tiny Wild Hearts e.U.,office@tinywildhearts.com
470,VOLANS Swimwear GmbH,info@volans.ch
471,modabilé OHG,info@modabile.de
472,Jojeco GmbH,shop@jojeco.de
473,RH Royal Horsemen GmbH,info@royalhorsemen.de
474,Pikfine GmbH,service@pikfine.de
